zcta5,year,amenity_type_raw,amenity_type,est,emp_1_4,emp_5_9,emp_10_19,emp_20_49,emp_50_99,emp_100_249,emp_250_499,emp_500_999,emp_1000_plus,amenity_employee_bucket_total,amenity_est_bucket_gap,amenity_source_rows
92543,2022,Coffee Shops,coffee_shops,8,4,0,0,0,0,0,0,0,0,4,4,1
92543,2022,Resturants,restaurants,17,6,5,5,0,0,0,0,0,0,16,1,1
92543,2023,Coffee Shops,coffee_shops,7,4,0,0,0,0,0,0,0,0,4,3,1
92543,2023,Resturants,restaurants,14,6,3,4,0,0,0,0,0,0,13,1,1
92544,2012,Coffee Shops,coffee_shops,3,2,1,0,0,0,0,0,0,0,3,0,1
92544,2012,Fitness,fitness,3,3,0,0,0,0,0,0,0,0,3,0,1
92544,2012,Resturants,restaurants,12,8,1,2,1,0,0,0,0,0,12,0,1
92544,2013,Coffee Shops,coffee_shops,2,2,0,0,0,0,0,0,0,0,2,0,1
92544,2013,Fitness,fitness,1,1,0,0,0,0,0,0,0,0,1,0,1
92544,2013,Resturants,restaurants,14,8,1,4,1,0,0,0,0,0,14,0,1
92544,2014,Coffee Shops,coffee_shops,2,1,0,1,0,0,0,0,0,0,2,0,1
92544,2014,Fitness,fitness,1,1,0,0,0,0,0,0,0,0,1,0,1
92544,2014,Resturants,restaurants,15,10,1,2,2,0,0,0,0,0,15,0,1
92544,2015,Coffee Shops,coffee_shops,1,0,0,1,0,0,0,0,0,0,1,0,1
92544,2015,Fitness,fitness,1,0,1,0,0,0,0,0,0,0,1,0,1
92544,2015,Resturants,restaurants,15,8,3,2,2,0,0,0,0,0,15,0,1
92544,2016,Coffee Shops,coffee_shops,1,0,0,1,0,0,0,0,0,0,1,0,1
92544,2016,Fitness,fitness,2,1,0,1,0,0,0,0,0,0,2,0,1
92544,2016,Resturants,restaurants,15,9,3,1,2,0,0,0,0,0,15,0,1
92544,2017,Resturants,restaurants,16,8,4,3,0,0,0,0,0,0,15,1,1
92544,2018,Resturants,restaurants,13,5,4,0,3,0,0,0,0,0,12,1,1
92544,2019,Resturants,restaurants,13,5,3,0,3,0,0,0,0,0,11,2,1
92544,2020,Coffee Shops,coffee_shops,4,3,0,0,0,0,0,0,0,0,3,1,1
92544,2020,Fitness,fitness,3,0,0,0,0,0,0,0,0,0,0,3,1
92544,2020,Resturants,restaurants,12,3,4,0,3,0,0,0,0,0,10,2,1
92544,2021,Fitness,fitness,3,0,0,0,0,0,0,0,0,0,0,3,1
92544,2021,Resturants,restaurants,13,5,4,0,3,0,0,0,0,0,12,1,1
92544,2022,Coffee Shops,coffee_shops,3,0,0,0,0,0,0,0,0,0,0,3,1
92544,2022,Fitness,fitness,3,0,0,0,0,0,0,0,0,0,0,3,1
92544,2022,Resturants,restaurants,12,6,0,0,3,0,0,0,0,0,9,3,1
92544,2023,Coffee Shops,coffee_shops,5,0,0,0,0,0,0,0,0,0,0,5,1
92544,2023,Fitness,fitness,3,0,0,0,0,0,0,0,0,0,0,3,1
92544,2023,Resturants,restaurants,12,4,0,4,0,0,0,0,0,0,8,4,1
92545,2012,Coffee Shops,coffee_shops,6,2,2,0,1,1,0,0,0,0,6,0,1
92545,2012,Fitness,fitness,3,1,0,0,1,1,0,0,0,0,3,0,1
92545,2012,Resturants,restaurants,22,2,3,4,9,4,0,0,0,0,22,0,1
92545,2013,Coffee Shops,coffee_shops,7,2,2,1,2,0,0,0,0,0,7,0,1
92545,2013,Fitness,fitness,3,0,0,0,3,0,0,0,0,0,3,0,1
92545,2013,Resturants,restaurants,22,3,3,4,8,4,0,0,0,0,22,0,1
92545,2014,Coffee Shops,coffee_shops,6,2,1,1,2,0,0,0,0,0,6,0,1
92545,2014,Fitness,fitness,3,0,0,1,2,0,0,0,0,0,3,0,1
92545,2014,Resturants,restaurants,25,3,5,5,9,3,0,0,0,0,25,0,1
92545,2015,Coffee Shops,coffee_shops,7,2,1,1,2,1,0,0,0,0,7,0,1
92545,2015,Fitness,fitness,3,0,0,1,2,0,0,0,0,0,3,0,1
92545,2015,Resturants,restaurants,24,3,1,7,8,5,0,0,0,0,24,0,1
92545,2016,Coffee Shops,coffee_shops,6,1,1,1,2,1,0,0,0,0,6,0,1
92545,2016,Fitness,fitness,3,0,0,1,2,0,0,0,0,0,3,0,1
92545,2016,Resturants,restaurants,21,2,3,5,6,5,0,0,0,0,21,0,1
92545,2017,Coffee Shops,coffee_shops,5,0,0,0,0,0,0,0,0,0,0,5,1
92545,2017,Fitness,fitness,4,0,0,0,0,0,0,0,0,0,0,4,1
92545,2017,Resturants,restaurants,24,5,4,6,5,4,0,0,0,0,24,0,1
92545,2018,Coffee Shops,coffee_shops,4,0,0,0,0,0,0,0,0,0,0,4,1
92545,2018,Resturants,restaurants,23,4,3,6,6,4,0,0,0,0,23,0,1
92545,2019,Coffee Shops,coffee_shops,5,0,0,0,0,0,0,0,0,0,0,5,1
92545,2019,Resturants,restaurants,23,3,4,6,5,5,0,0,0,0,23,0,1
92545,2020,Coffee Shops,coffee_shops,4,0,0,0,0,0,0,0,0,0,0,4,1
92545,2020,Resturants,restaurants,22,0,4,6,5,5,0,0,0,0,20,2,1
92545,2021,Coffee Shops,coffee_shops,4,0,0,0,0,0,0,0,0,0,0,4,1
92545,2021,Resturants,restaurants,21,4,5,0,9,0,0,0,0,0,18,3,1
92545,2022,Coffee Shops,coffee_shops,5,3,0,0,0,0,0,0,0,0,3,2,1
92545,2022,Resturants,restaurants,23,4,0,6,9,3,0,0,0,0,22,1,1
92545,2023,Coffee Shops,coffee_shops,10,3,0,3,3,0,0,0,0,0,9,1,1
92545,2023,Resturants,restaurants,21,0,4,5,6,4,0,0,0,0,19,2,1
92546,2012,Resturants,restaurants,1,0,0,0,0,1,0,0,0,0,1,0,1
92546,2013,Resturants,restaurants,1,0,0,0,0,1,0,0,0,0,1,0,1
92546,2014,Resturants,restaurants,1,0,0,0,0,1,0,0,0,0,1,0,1
92546,2015,Resturants,restaurants,1,0,0,0,0,1,0,0,0,0,1,0,1
92546,2016,Resturants,restaurants,1,0,0,0,0,1,0,0,0,0,1,0,1
92548,2012,Coffee Shops,coffee_shops,1,1,0,0,0,0,0,0,0,0,1,0,1
92548,2013,Coffee Shops,coffee_shops,1,1,0,0,0,0,0,0,0,0,1,0,1
92548,2014,Coffee Shops,coffee_shops,1,1,0,0,0,0,0,0,0,0,1,0,1
92548,2015,Coffee Shops,coffee_shops,1,1,0,0,0,0,0,0,0,0,1,0,1
92548,2016,Coffee Shops,coffee_shops,1,1,0,0,0,0,0,0,0,0,1,0,1
92549,2012,Coffee Shops,coffee_shops,2,1,1,0,0,0,0,0,0,0,2,0,1
92549,2012,Resturants,restaurants,13,4,4,3,2,0,0,0,0,0,13,0,1
92549,2013,Coffee Shops,coffee_shops,2,1,1,0,0,0,0,0,0,0,2,0,1
92549,2013,Resturants,restaurants,12,5,4,0,3,0,0,0,0,0,12,0,1
92549,2014,Coffee Shops,coffee_shops,1,1,0,0,0,0,0,0,0,0,1,0,1
92549,2014,Resturants,restaurants,16,8,4,1,3,0,0,0,0,0,16,0,1
92549,2015,Coffee Shops,coffee_shops,1,0,1,0,0,0,0,0,0,0,1,0,1
92549,2015,Resturants,restaurants,13,5,4,1,3,0,0,0,0,0,13,0,1
92549,2016,Coffee Shops,coffee_shops,3,3,0,0,0,0,0,0,0,0,3,0,1
92549,2016,Resturants,restaurants,13,3,4,2,4,0,0,0,0,0,13,0,1
92549,2017,Coffee Shops,coffee_shops,4,0,0,0,0,0,0,0,0,0,0,4,1
92549,2017,Resturants,restaurants,11,0,0,6,4,0,0,0,0,0,10,1,1
92549,2018,Coffee Shops,coffee_shops,4,0,0,0,0,0,0,0,0,0,0,4,1
92549,2018,Resturants,restaurants,11,0,0,3,5,0,0,0,0,0,8,3,1
92549,2019,Coffee Shops,coffee_shops,5,3,0,0,0,0,0,0,0,0,3,2,1
92549,2019,Resturants,restaurants,9,0,0,3,4,0,0,0,0,0,7,2,1
92549,2020,Coffee Shops,coffee_shops,4,0,0,0,0,0,0,0,0,0,0,4,1
92549,2020,Resturants,restaurants,10,3,0,3,3,0,0,0,0,0,9,1,1
92549,2021,Coffee Shops,coffee_shops,7,6,0,0,0,0,0,0,0,0,6,1,1
92549,2021,Resturants,restaurants,10,3,0,4,0,0,0,0,0,0,7,3,1
92549,2022,Coffee Shops,coffee_shops,5,3,0,0,0,0,0,0,0,0,3,2,1
92549,2022,Resturants,restaurants,11,0,0,4,0,0,0,0,0,0,4,7,1
92549,2023,Coffee Shops,coffee_shops,5,3,0,0,0,0,0,0,0,0,3,2,1
92549,2023,Resturants,restaurants,9,0,0,4,3,0,0,0,0,0,7,2,1
92551,2012,Coffee Shops,coffee_shops,5,2,1,2,0,0,0,0,0,0,5,0,1
92551,2012,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
92551,2012,Resturants,restaurants,4,2,1,1,0,0,0,0,0,0,4,0,1
92551,2013,Coffee Shops,coffee_shops,5,0,2,3,0,0,0,0,0,0,5,0,1
92551,2013,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
92551,2013,Resturants,restaurants,3,3,0,0,0,0,0,0,0,0,3,0,1
92551,2014,Coffee Shops,coffee_shops,5,1,1,3,0,0,0,0,0,0,5,0,1
92551,2014,Fitness,fitness,1,0,0,1,0,0,0,0,0,0,1,0,1
92551,2014,Resturants,restaurants,4,2,2,0,0,0,0,0,0,0,4,0,1
92551,2015,Coffee Shops,coffee_shops,6,1,2,3,0,0,0,0,0,0,6,0,1
92551,2015,Fitness,fitness,1,0,0,1,0,0,0,0,0,0,1,0,1
92551,2015,Resturants,restaurants,4,2,1,1,0,0,0,0,0,0,4,0,1
92551,2016,Coffee Shops,coffee_shops,5,1,1,3,0,0,0,0,0,0,5,0,1
92551,2016,Fitness,fitness,1,0,0,1,0,0,0,0,0,0,1,0,1
92551,2016,Resturants,restaurants,4,1,2,1,0,0,0,0,0,0,4,0,1
92551,2017,Coffee Shops,coffee_shops,4,0,0,3,0,0,0,0,0,0,3,1,1
92551,2017,Resturants,restaurants,6,4,0,0,0,0,0,0,0,0,4,2,1
92551,2018,Coffee Shops,coffee_shops,4,0,0,0,0,0,0,0,0,0,0,4,1
92551,2018,Resturants,restaurants,6,0,0,0,0,0,0,0,0,0,0,6,1
92551,2019,Coffee Shops,coffee_shops,4,0,0,4,0,0,0,0,0,0,4,0,1
92551,2019,Resturants,restaurants,6,4,0,0,0,0,0,0,0,0,4,2,1
92551,2020,Coffee Shops,coffee_shops,5,0,0,0,0,0,0,0,0,0,0,5,1
92551,2020,Resturants,restaurants,5,0,0,0,0,0,0,0,0,0,0,5,1
92551,2021,Coffee Shops,coffee_shops,6,0,0,0,0,0,0,0,0,0,0,6,1
92551,2021,Resturants,restaurants,6,4,0,0,0,0,0,0,0,0,4,2,1
92551,2022,Coffee Shops,coffee_shops,5,0,0,0,0,0,0,0,0,0,0,5,1
92551,2022,Resturants,restaurants,6,3,0,0,0,0,0,0,0,0,3,3,1
92551,2023,Coffee Shops,coffee_shops,6,0,0,0,3,0,0,0,0,0,3,3,1
92551,2023,Resturants,restaurants,4,0,0,0,0,0,0,0,0,0,0,4,1
92552,2013,Coffee Shops,coffee_shops,1,1,0,0,0,0,0,0,0,0,1,0,1
92552,2014,Coffee Shops,coffee_shops,1,0,0,1,0,0,0,0,0,0,1,0,1
92552,2015,Coffee Shops,coffee_shops,1,0,0,0,1,0,0,0,0,0,1,0,1
92552,2016,Coffee Shops,coffee_shops,1,0,0,0,0,1,0,0,0,0,1,0,1
92553,2012,Coffee Shops,coffee_shops,20,12,2,4,2,0,0,0,0,0,20,0,1
92553,2012,Fitness,fitness,3,0,1,0,2,0,0,0,0,0,3,0,1
92553,2012,Resturants,restaurants,40,16,8,3,7,4,2,0,0,0,40,0,1
92553,2013,Coffee Shops,coffee_shops,18,10,3,3,2,0,0,0,0,0,18,0,1
92553,2013,Fitness,fitness,5,3,0,1,1,0,0,0,0,0,5,0,1
92553,2013,Resturants,restaurants,38,11,8,5,7,5,2,0,0,0,38,0,1
92553,2014,Coffee Shops,coffee_shops,19,8,5,4,2,0,0,0,0,0,19,0,1
92553,2014,Fitness,fitness,4,1,0,1,2,0,0,0,0,0,4,0,1
92553,2014,Resturants,restaurants,39,12,4,10,6,5,2,0,0,0,39,0,1
92553,2015,Coffee Shops,coffee_shops,17,9,3,4,1,0,0,0,0,0,17,0,1
92553,2015,Fitness,fitness,4,0,0,1,3,0,0,0,0,0,4,0,1
92553,2015,Resturants,restaurants,38,8,5,11,7,5,2,0,0,0,38,0,1
92553,2016,Coffee Shops,coffee_shops,23,13,3,5,2,0,0,0,0,0,23,0,1
92553,2016,Fitness,fitness,4,1,0,1,1,1,0,0,0,0,4,0,1
92553,2016,Resturants,restaurants,39,9,7,5,10,6,2,0,0,0,39,0,1
92553,2017,Coffee Shops,coffee_shops,25,13,4,6,0,0,0,0,0,0,23,2,1
92553,2017,Fitness,fitness,7,3,0,0,0,0,0,0,0,0,3,4,1
92553,2017,Resturants,restaurants,39,7,7,7,11,5,0,0,0,0,37,2,1
92553,2018,Coffee Shops,coffee_shops,23,12,6,4,0,0,0,0,0,0,22,1,1
92553,2018,Fitness,fitness,6,0,0,3,0,0,0,0,0,0,3,3,1
92553,2018,Resturants,restaurants,41,9,8,9,9,4,0,0,0,0,39,2,1
92553,2019,Coffee Shops,coffee_shops,27,14,6,6,0,0,0,0,0,0,26,1,1
92553,2019,Fitness,fitness,6,0,0,0,0,0,0,0,0,0,0,6,1
92553,2019,Resturants,restaurants,40,8,9,7,7,7,0,0,0,0,38,2,1
92553,2020,Coffee Shops,coffee_shops,26,14,7,0,3,0,0,0,0,0,24,2,1
92553,2020,Fitness,fitness,6,0,0,0,0,0,0,0,0,0,0,6,1
92553,2020,Resturants,restaurants,40,11,8,8,6,5,0,0,0,0,38,2,1
92553,2021,Coffee Shops,coffee_shops,26,13,4,6,3,0,0,0,0,0,26,0,1
92553,2021,Fitness,fitness,5,0,0,3,0,0,0,0,0,0,3,2,1
92553,2021,Resturants,restaurants,42,11,11,10,6,3,0,0,0,0,41,1,1
92553,2022,Coffee Shops,coffee_shops,32,18,4,4,6,0,0,0,0,0,32,0,1
92553,2022,Fitness,fitness,5,0,0,0,0,0,0,0,0,0,0,5,1
92553,2022,Resturants,restaurants,44,14,6,12,6,4,0,0,0,0,42,2,1
92553,2023,Coffee Shops,coffee_shops,31,13,6,4,8,0,0,0,0,0,31,0,1
92553,2023,Resturants,restaurants,47,14,5,11,10,4,3,0,0,0,47,0,1
92555,2012,Coffee Shops,coffee_shops,2,0,1,0,1,0,0,0,0,0,2,0,1
92555,2012,Resturants,restaurants,5,1,0,2,1,1,0,0,0,0,5,0,1
92555,2013,Coffee Shops,coffee_shops,2,0,1,0,1,0,0,0,0,0,2,0,1
92555,2013,Fitness,fitness,1,1,0,0,0,0,0,0,0,0,1,0,1
92555,2013,Resturants,restaurants,5,0,0,2,3,0,0,0,0,0,5,0,1
92555,2014,Coffee Shops,coffee_shops,2,0,1,0,1,0,0,0,0,0,2,0,1
92555,2014,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
92555,2014,Resturants,restaurants,4,1,0,1,1,1,0,0,0,0,4,0,1
92555,2015,Coffee Shops,coffee_shops,3,1,1,0,1,0,0,0,0,0,3,0,1
92555,2015,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
92555,2015,Resturants,restaurants,4,1,1,0,1,1,0,0,0,0,4,0,1
92555,2016,Coffee Shops,coffee_shops,4,0,3,0,1,0,0,0,0,0,4,0,1
92555,2016,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
92555,2016,Resturants,restaurants,4,1,1,1,0,1,0,0,0,0,4,0,1
92555,2017,Coffee Shops,coffee_shops,5,0,0,0,0,0,0,0,0,0,0,5,1
92555,2017,Resturants,restaurants,4,0,0,0,0,0,0,0,0,0,0,4,1
92555,2018,Coffee Shops,coffee_shops,4,0,0,0,0,0,0,0,0,0,0,4,1
92555,2018,Resturants,restaurants,4,0,0,0,0,0,0,0,0,0,0,4,1
92555,2019,Coffee Shops,coffee_shops,5,0,0,0,0,0,0,0,0,0,0,5,1
92555,2019,Resturants,restaurants,6,3,0,0,0,0,0,0,0,0,3,3,1
92555,2020,Coffee Shops,coffee_shops,5,0,0,0,0,0,0,0,0,0,0,5,1
92555,2020,Resturants,restaurants,6,0,0,0,0,0,0,0,0,0,0,6,1
92555,2021,Coffee Shops,coffee_shops,4,0,0,0,0,0,0,0,0,0,0,4,1
92555,2021,Resturants,restaurants,6,0,0,0,0,0,0,0,0,0,0,6,1
92555,2022,Coffee Shops,coffee_shops,6,0,0,0,0,0,0,0,0,0,0,6,1
92555,2022,Resturants,restaurants,3,0,0,0,0,0,0,0,0,0,0,3,1
92555,2023,Coffee Shops,coffee_shops,7,0,0,3,0,0,0,0,0,0,3,4,1
92555,2023,Resturants,restaurants,3,0,0,0,0,0,0,0,0,0,0,3,1
92557,2012,Coffee Shops,coffee_shops,1,0,0,1,0,0,0,0,0,0,1,0,1
92557,2012,Fitness,fitness,1,0,0,1,0,0,0,0,0,0,1,0,1
92557,2012,Resturants,restaurants,7,5,1,0,1,0,0,0,0,0,7,0,1
92557,2013,Coffee Shops,coffee_shops,1,0,0,1,0,0,0,0,0,0,1,0,1
92557,2013,Fitness,fitness,1,1,0,0,0,0,0,0,0,0,1,0,1
92557,2013,Resturants,restaurants,7,6,0,0,1,0,0,0,0,0,7,0,1
92557,2014,Coffee Shops,coffee_shops,1,0,0,1,0,0,0,0,0,0,1,0,1
92557,2014,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
92557,2014,Resturants,restaurants,7,5,0,1,1,0,0,0,0,0,7,0,1
92557,2015,Coffee Shops,coffee_shops,1,0,0,0,1,0,0,0,0,0,1,0,1
92557,2015,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
92557,2015,Resturants,restaurants,5,2,2,0,1,0,0,0,0,0,5,0,1
92557,2016,Coffee Shops,coffee_shops,1,0,0,0,1,0,0,0,0,0,1,0,1
92557,2016,Fitness,fitness,1,0,0,0,1,0,0,0,0,0,1,0,1
92557,2016,Resturants,restaurants,7,3,1,2,1,0,0,0,0,0,7,0,1
92557,2017,Coffee Shops,coffee_shops,4,0,0,0,0,0,0,0,0,0,0,4,1
92557,2017,Resturants,restaurants,7,4,0,0,0,0,0,0,0,0,4,3,1
92557,2018,Coffee Shops,coffee_shops,5,0,3,0,0,0,0,0,0,0,3,2,1
92557,2018,Resturants,restaurants,11,4,6,0,0,0,0,0,0,0,10,1,1
92557,2019,Coffee Shops,coffee_shops,6,3,0,0,0,0,0,0,0,0,3,3,1
92557,2019,Resturants,restaurants,10,4,4,0,0,0,0,0,0,0,8,2,1
92557,2020,Coffee Shops,coffee_shops,5,3,0,0,0,0,0,0,0,0,3,2,1
92557,2020,Resturants,restaurants,13,5,5,0,0,0,0,0,0,0,10,3,1
92557,2021,Coffee Shops,coffee_shops,6,3,0,0,0,0,0,0,0,0,3,3,1
92557,2021,Resturants,restaurants,13,7,0,4,0,0,0,0,0,0,11,2,1
92557,2022,Coffee Shops,coffee_shops,5,0,0,0,0,0,0,0,0,0,0,5,1
92557,2022,Resturants,restaurants,15,6,5,0,0,0,0,0,0,0,11,4,1
92557,2023,Coffee Shops,coffee_shops,6,3,0,0,0,0,0,0,0,0,3,3,1
92557,2023,Resturants,restaurants,14,4,4,0,4,0,0,0,0,0,12,2,1
92561,2012,Park,parks,1,0,0,1,0,0,0,0,0,0,1,0,1
92561,2012,Resturants,restaurants,3,2,0,0,1,0,0,0,0,0,3,0,1
92561,2013,Fitness,fitness,1,1,0,0,0,0,0,0,0,0,1,0,1
92561,2013,Park,parks,1,0,0,1,0,0,0,0,0,0,1,0,1
92561,2013,Resturants,restaurants,2,1,0,0,1,0,0,0,0,0,2,0,1
92561,2014,Park,parks,1,0,0,1,0,0,0,0,0,0,1,0,1
92561,2014,Resturants,restaurants,1,1,0,0,0,0,0,0,0,0,1,0,1
92561,2015,Park,parks,1,0,0,1,0,0,0,0,0,0,1,0,1
92561,2015,Resturants,restaurants,1,1,0,0,0,0,0,0,0,0,1,0,1
92561,2016,Park,parks,1,0,0,1,0,0,0,0,0,0,1,0,1
92561,2016,Resturants,restaurants,1,1,0,0,0,0,0,0,0,0,1,0,1
92562,2012,Coffee Shops,coffee_shops,10,0,0,8,1,1,0,0,0,0,10,0,1
92562,2012,Fitness,fitness,3,0,1,0,1,1,0,0,0,0,3,0,1
92562,2012,Park,parks,1,1,0,0,0,0,0,0,0,0,1,0,1
92562,2012,Resturants,restaurants,34,6,6,11,7,4,0,0,0,0,34,0,1
92562,2013,Coffee Shops,coffee_shops,14,4,2,4,3,1,0,0,0,0,14,0,1
92562,2013,Fitness,fitness,3,0,1,0,1,1,0,0,0,0,3,0,1
92562,2013,Park,parks,1,1,0,0,0,0,0,0,0,0,1,0,1
92562,2013,Resturants,restaurants,36,14,3,7,9,3,0,0,0,0,36,0,1
92562,2014,Coffee Shops,coffee_shops,12,2,2,3,4,0,1,0,0,0,12,0,1
92562,2014,Fitness,fitness,6,3,1,0,1,1,0,0,0,0,6,0,1
92562,2014,Park,parks,2,2,0,0,0,0,0,0,0,0,2,0,1
92562,2014,Resturants,restaurants,29,6,4,7,8,4,0,0,0,0,29,0,1
92562,2015,Coffee Shops,coffee_shops,15,3,3,7,1,0,1,0,0,0,15,0,1
92562,2015,Fitness,fitness,8,3,1,2,1,1,0,0,0,0,8,0,1
92562,2015,Park,parks,2,2,0,0,0,0,0,0,0,0,2,0,1
92562,2015,Resturants,restaurants,28,5,4,5,11,3,0,0,0,0,28,0,1
92562,2016,Coffee Shops,coffee_shops,17,5,2,8,1,0,1,0,0,0,17,0,1
92562,2016,Fitness,fitness,9,4,2,1,2,0,0,0,0,0,9,0,1
92562,2016,Park,parks,2,2,0,0,0,0,0,0,0,0,2,0,1
92562,2016,Resturants,restaurants,28,7,3,4,10,4,0,0,0,0,28,0,1
92562,2017,Coffee Shops,coffee_shops,18,6,5,4,0,0,0,0,0,0,15,3,1
92562,2017,Fitness,fitness,11,6,0,0,0,0,0,0,0,0,6,5,1
92562,2017,Resturants,restaurants,33,7,3,8,11,4,0,0,0,0,33,0,1
92562,2018,Coffee Shops,coffee_shops,19,4,7,5,0,0,0,0,0,0,16,3,1
92562,2018,Fitness,fitness,9,3,0,0,0,0,0,0,0,0,3,6,1
92562,2018,Resturants,restaurants,32,5,3,7,13,4,0,0,0,0,32,0,1
92562,2019,Coffee Shops,coffee_shops,19,5,6,5,0,0,0,0,0,0,16,3,1
92562,2019,Fitness,fitness,10,4,0,3,0,0,0,0,0,0,7,3,1
92562,2019,Resturants,restaurants,29,4,5,4,11,4,0,0,0,0,28,1,1
92562,2020,Coffee Shops,coffee_shops,18,5,5,3,4,0,0,0,0,0,17,1,1
92562,2020,Fitness,fitness,14,5,6,0,0,0,0,0,0,0,11,3,1
92562,2020,Resturants,restaurants,28,4,3,7,10,4,0,0,0,0,28,0,1
92562,2021,Coffee Shops,coffee_shops,16,4,3,4,4,0,0,0,0,0,15,1,1
92562,2021,Fitness,fitness,11,6,3,0,0,0,0,0,0,0,9,2,1
92562,2021,Resturants,restaurants,33,7,6,7,11,0,0,0,0,0,31,2,1
92562,2022,Coffee Shops,coffee_shops,19,5,5,5,3,0,0,0,0,0,18,1,1
92562,2022,Fitness,fitness,15,6,4,0,0,0,0,0,0,0,10,5,1
92562,2022,Resturants,restaurants,31,4,5,8,10,4,0,0,0,0,31,0,1
92562,2023,Coffee Shops,coffee_shops,19,5,4,4,5,0,0,0,0,0,18,1,1
92562,2023,Fitness,fitness,11,4,0,3,0,0,0,0,0,0,7,4,1
92562,2023,Resturants,restaurants,32,7,7,4,11,3,0,0,0,0,32,0,1
92563,2012,Coffee Shops,coffee_shops,2,0,2,0,0,0,0,0,0,0,2,0,1
92563,2012,Fitness,fitness,4,1,0,1,2,0,0,0,0,0,4,0,1
92563,2012,Resturants,restaurants,17,6,1,5,4,1,0,0,0,0,17,0,1
92563,2013,Coffee Shops,coffee_shops,1,0,1,0,0,0,0,0,0,0,1,0,1
92563,2013,Fitness,fitness,5,2,0,1,2,0,0,0,0,0,5,0,1
92563,2013,Resturants,restaurants,17,6,1,4,4,2,0,0,0,0,17,0,1
92563,2014,Coffee Shops,coffee_shops,4,2,1,1,0,0,0,0,0,0,4,0,1
92563,2014,Fitness,fitness,10,4,1,3,1,1,0,0,0,0,10,0,1
92563,2014,Resturants,restaurants,21,7,4,4,5,1,0,0,0,0,21,0,1
92563,2015,Coffee Shops,coffee_shops,6,3,1,2,0,0,0,0,0,0,6,0,1
92563,2015,Fitness,fitness,11,2,3,3,3,0,0,0,0,0,11,0,1
92563,2015,Resturants,restaurants,24,6,5,5,7,1,0,0,0,0,24,0,1
92563,2016,Coffee Shops,coffee_shops,8,4,1,2,0,1,0,0,0,0,8,0,1
92563,2016,Fitness,fitness,11,3,2,1,5,0,0,0,0,0,11,0,1
92563,2016,Resturants,restaurants,27,7,4,8,7,1,0,0,0,0,27,0,1
92563,2017,Coffee Shops,coffee_shops,15,9,3,0,0,0,0,0,0,0,12,3,1
92563,2017,Fitness,fitness,10,0,0,3,5,0,0,0,0,0,8,2,1
92563,2017,Resturants,restaurants,25,3,5,11,5,0,0,0,0,0,24,1,1
92563,2018,Coffee Shops,coffee_shops,14,4,4,3,3,0,0,0,0,0,14,0,1
92563,2018,Fitness,fitness,12,3,0,3,3,0,0,0,0,0,9,3,1
92563,2018,Resturants,restaurants,22,3,6,8,4,0,0,0,0,0,21,1,1
92563,2019,Coffee Shops,coffee_shops,16,7,3,4,0,0,0,0,0,0,14,2,1
92563,2019,Fitness,fitness,11,0,0,3,3,0,0,0,0,0,6,5,1
92563,2019,Resturants,restaurants,27,8,4,8,6,0,0,0,0,0,26,1,1
92563,2020,Coffee Shops,coffee_shops,15,6,4,0,3,0,0,0,0,0,13,2,1
92563,2020,Fitness,fitness,10,3,0,4,0,0,0,0,0,0,7,3,1
92563,2020,Resturants,restaurants,30,9,6,7,7,0,0,0,0,0,29,1,1
92563,2021,Coffee Shops,coffee_shops,17,7,0,6,0,0,0,0,0,0,13,4,1
92563,2021,Fitness,fitness,9,0,0,3,0,0,0,0,0,0,3,6,1
92563,2021,Resturants,restaurants,33,9,10,7,7,0,0,0,0,0,33,0,1
92563,2022,Coffee Shops,coffee_shops,20,6,6,4,4,0,0,0,0,0,20,0,1
92563,2022,Fitness,fitness,10,0,3,4,0,0,0,0,0,0,7,3,1
92563,2022,Resturants,restaurants,34,9,10,6,8,0,0,0,0,0,33,1,1
92563,2023,Coffee Shops,coffee_shops,29,12,4,8,5,0,0,0,0,0,29,0,1
92563,2023,Fitness,fitness,9,0,0,3,3,0,0,0,0,0,6,3,1
92563,2023,Resturants,restaurants,38,15,6,9,8,0,0,0,0,0,38,0,1
92564,2012,Resturants,restaurants,1,0,1,0,0,0,0,0,0,0,1,0,1
92564,2013,Resturants,restaurants,1,0,1,0,0,0,0,0,0,0,1,0,1
92570,2012,Coffee Shops,coffee_shops,3,2,0,0,1,0,0,0,0,0,3,0,1
92570,2012,Resturants,restaurants,8,5,2,0,1,0,0,0,0,0,8,0,1
92570,2013,Coffee Shops,coffee_shops,5,4,0,0,1,0,0,0,0,0,5,0,1
92570,2013,Resturants,restaurants,9,6,1,1,1,0,0,0,0,0,9,0,1
92570,2014,Coffee Shops,coffee_shops,3,2,0,0,1,0,0,0,0,0,3,0,1
92570,2014,Fitness,fitness,1,1,0,0,0,0,0,0,0,0,1,0,1
